S.no,Player Name,Runs in Flat Pitches,Runs in Red Soil Pitches,Runs in Black Soil Pitches,Dismissals in Flat Pitches,Dismissals in Red Soil Pitches,Dismissals in Black Soil Pitches
1820,JA Richardson,168,17,0,6,3,0
1821,CD Barnwell,185,0,0,8,0,0
1822,RI Walker,185,0,0,7,0,0
1823,AJ Stewart,185,0,0,3,0,0
1824,DO Obuya,185,0,0,3,0,0
1825,RAS Lakmal,184,0,0,24,0,0
1826,NMJ Reifer,184,0,0,7,0,0
1827,WWAG Maneeshan,184,0,0,3,0,0
1828,Punit Bisht,27,156,0,2,6,0
1829,A Stonehouse,183,0,0,6,0,0
1830,P Negi,141,38,3,7,3,1
1831,SS Pathirana,182,0,0,8,0,0
1832,TM Dowlin,182,0,0,7,0,0
1833,Bipul Sharma,181,1,0,5,1,0
1834,M Donegan,182,0,0,6,0,0
1835,C Wickramasinghe,182,0,0,2,0,0
1836,RAJ Smith,181,0,0,13,0,0
1837,MR Gillespie,181,0,0,10,0,0
1838,Harmeet Singh (2),181,0,0,7,1,0
1839,KJ Dudgeon,181,0,0,6,0,0
1840,Yasir Arafat,181,0,0,5,0,0
1841,PL le Roux,181,0,0,3,0,0
1842,Hammad Saeed,181,0,0,1,0,0
1843,Taijul Islam,180,0,0,19,0,0
1844,NR Kirton,180,0,0,10,0,0
1845,Shahid Wasif,180,0,0,6,0,0
1846,JD Gibson,179,0,0,8,0,0
1847,ASS Nijjar,179,0,0,7,0,0
1848,DD de Soysa,179,0,0,5,0,0
1849,SMLD Samarakoon,178,0,0,8,0,0
1850,L Dobson,178,0,0,6,0,0
1851,BB Samantray,141,0,37,2,0,1
1852,JM Davison,163,15,0,2,1,0
1853,Arav Shetty,177,0,0,5,0,0
1854,MC Juneja,128,49,0,4,1,0
1855,NE Bolton,177,0,0,5,0,0
1856,C Madande,177,0,0,4,0,0
1857,Azharullah,176,0,0,17,0,0
1858,Saad Bin Zafar,176,0,0,11,0,0
1859,T Murphy,176,0,0,9,0,0
1860,Aman Desai,176,0,0,7,0,0
1861,JA Pocklington,176,0,0,7,0,0
1862,TW Boorman,176,0,0,6,0,0
1863,Amit Verma,176,0,0,3,0,0
1864,Yashodha Lanka,176,0,0,3,0,0
1865,SML Fernandes,175,0,0,8,0,0
1866,Zubaidi Zulkifle,174,0,0,7,0,0
1867,KD Shah,174,0,0,6,0,0
1868,AK Sah,174,0,0,5,0,0
1869,Lokesh Bam,119,55,0,2,2,0
1870,J Mees,174,0,0,3,0,0
1871,BM Wheeler,173,0,0,11,0,0
1872,SJ McGlashan,135,38,0,4,1,0
1873,D Kalupahana,173,0,0,4,0,0
1874,GB Hogg,170,2,0,7,2,0
1875,Mehedi Maruf,172,0,0,8,0,0
1876,MA Vermeulen,172,0,0,6,0,0
1877,GJ Thompson,172,0,0,4,0,0
1878,DW Steyn,164,3,4,13,2,0
1879,Abhijeet Ahuja,171,0,0,3,0,0
1880,N Hussain,171,0,0,3,0,0
1881,A Kumble,135,35,0,8,2,0
1882,R Southby,170,0,0,8,0,0
1883,AC Thomas,170,0,0,6,0,0
1884,Abul Hasan,170,0,0,5,0,0
1885,AG Milton,170,0,0,5,0,0
1886,Aditya Waghmode,170,0,0,3,0,0
1887,F Singh,169,0,0,9,0,0
1888,J Gumbie,169,0,0,5,0,0
1889,AD Poynter,169,0,0,4,0,0
1890,KJ Ferrary,169,0,0,4,0,0
1891,Lakvin Abeysinghe,169,0,0,3,0,0
1892,M Muralitharan,161,7,0,15,1,0
1893,A Javid,168,0,0,9,0,0
1894,ST de Silva,168,0,0,7,0,0
1895,JWM Dalrymple,168,0,0,6,0,0
1896,ND Laegsgaard,168,0,0,6,0,0
1897,Rishabh Tiwari,168,0,0,6,0,0
1898,Shahadat Hossain Dipu,168,0,0,5,0,0
1899,IR Jaggi,166,2,0,3,1,0
1900,Ali Zaheer,168,0,0,3,0,0
1901,Mayank Raghav,168,0,0,2,0,0
1902,Walid Ghauri,168,0,0,2,0,0
1903,CE Shreck,167,0,0,14,0,0
1904,Mohammad Wasim,167,0,0,11,0,0
1905,MAG Boyce,167,0,0,9,0,0
1906,Aslam Khan,167,0,0,6,0,0
1907,Natalia Pervaiz,167,0,0,6,0,0
1908,R Stokell,167,0,0,4,0,0
1909,PK Garg,120,46,0,7,2,0
1910,DC Drakes,166,0,0,8,0,0
1911,S Movva,166,0,0,7,0,0
1912,Ehsan Khan,166,0,0,6,0,0
1913,A Lister,166,0,0,4,0,0
1914,MWR Stokes,166,0,0,3,0,0
1915,PHS Madushanka,166,0,0,2,0,0
1916,TP Visee,165,0,0,11,0,0
1917,P Utseya,165,0,0,5,0,0
1918,BL Wiggins,163,0,0,12,0,0
1919,Waji Ul Hassan,163,0,0,6,0,0
1920,M Raikes,163,0,0,4,0,0
1921,Jatin Wadhwan,163,0,0,3,0,0
1922,J Symes,163,0,0,2,0,0
1923,Bavanaka Sandeep,163,0,0,1,0,0
1924,AW McKenzie,162,0,0,12,0,0
1925,P Kurup,162,0,0,8,0,0
1926,C Carter,162,0,0,4,0,0
1927,SJ Walters,162,0,0,4,0,0
1928,JL Pattinson,161,0,0,11,0,0
1929,Harshit Rana,155,4,2,7,1,1
1930,JO Baker,161,0,0,9,0,0
1931,A Siriwardhana,161,0,0,6,0,0
1932,Bilal Tahir,161,0,0,6,0,0
1933,Janak Prakash,161,0,0,6,0,0
1934,R Hekure,161,0,0,5,0,0
1935,S Sadamal,161,0,0,5,0,0
1936,GP Rees,161,0,0,4,0,0
1937,Mohammed Sameer,161,0,0,4,0,0
1938,S Hook,161,0,0,4,0,0
1939,Mohammed Qasim,161,0,0,3,0,0
1940,K Pathiratne,160,0,0,9,0,0
1941,A Campbell,160,0,0,8,0,0
1942,SK Warne,160,0,0,6,1,0
1943,Rohan Prem,51,109,0,2,3,0
1944,Luka Woods,160,0,0,3,0,0
1945,Naseem Shah,159,0,0,15,0,0
1946,BAD Manenti,159,0,0,9,0,0
1947,J Avendano,159,0,0,8,0,0
1948,GA Garrett,159,0,0,7,0,0
1949,Ikramullah Khan,159,0,0,7,0,0
1950,R Trumpelmann,159,0,0,7,0,0
1951,L Doneathy,159,0,0,4,0,0
1952,RMAU Grimmond,159,0,0,3,0,0
1953,SA Patterson,158,0,0,19,0,0
1954,JA Fitzgerald,158,0,0,7,0,0
1955,G Venkateswaran,158,0,0,6,0,0
1956,Khawar Ali,158,0,0,5,0,0
1957,Umang Sharma,146,12,0,3,1,0
1958,Md Ariyan,158,0,0,2,0,0
1959,C Pyle,157,0,0,9,0,0
1960,E Bosch,157,0,0,9,0,0
1961,RJ Hamilton-Brown,157,0,0,7,0,0
1962,CT Tremlett,157,0,0,6,0,0
1963,NJ van den Bergh,157,0,0,6,0,0
1964,Sarfaraz Ali,157,0,0,6,0,0
1965,Ravi Chauhan,157,0,0,4,0,0
1966,J Minto,156,0,0,3,0,0
1967,KB Pawan,41,115,0,1,2,0
1968,M Campopiano,156,0,0,3,0,0
1969,Rahul Singh,156,0,0,3,0,0
1970,T Parima,156,0,0,3,0,0
1971,James Middlebrook,155,0,0,6,0,0
1972,M Castineiras,155,0,0,0,0,0
1973,NT Ellis,154,0,0,11,0,0
1974,DS Rosier,154,0,0,7,0,0
1975,SJ Erwee,154,0,0,6,0,0
1976,WW Hinds,154,0,0,6,0,0
1977,Khalid Latif,154,0,0,5,0,0
1978,MR Swart,154,0,0,3,0,0
1979,IECM Wong,153,0,0,9,0,0
1980,S Lynch,153,0,0,6,0,0
1981,SM Elliott,153,0,0,6,0,0
1982,GM Thomson,153,0,0,4,0,0
1983,S Grover,153,0,0,3,0,0
1984,BC Fortuin,152,0,0,12,0,0
1985,JR Hazlewood,149,0,3,8,0,0
1986,Qais Ahmad,152,0,0,8,0,0
1987,NJ McGuire,152,0,0,6,0,0
1988,AD Mascarenhas,152,0,0,5,0,0
1989,Daniel Smith,152,0,0,4,0,0
1990,L Yamamoto-Lake,152,0,0,4,0,0
1991,Luqman Butt,152,0,0,4,0,0
1992,SA Asnodkar,113,39,0,3,1,0
1993,Junaid Aziz,152,0,0,3,0,0
1994,RJ Gibson,151,0,0,9,0,0
1995,SR Bhudia,151,0,0,5,0,0
1996,Salman Nizar,116,35,0,1,1,0
1997,BW Aitchison,150,0,0,19,0,0
1998,JD Unadkat,73,36,41,8,2,2
1999,KD Mills,150,0,0,10,0,0
2000,JL Ontong,150,0,0,7,0,0
2001,Muhammad Usman,150,0,0,6,0,0
2002,Arjun Vinod,150,0,0,5,0,0
2003,D Khanal,150,0,0,4,0,0
2004,DT Tiripano,150,0,0,4,0,0
2005,Aaftab Alam Khan,150,0,0,3,0,0
2006,CA Young,149,0,0,10,0,0
2007,KS Dhariwal,149,0,0,6,0,0
2008,TC Knight,149,0,0,5,0,0
2009,JS Malhotra,149,0,0,4,0,0
2010,SMSM Senanayake,148,0,0,9,0,0
2011,WJ Cope,148,0,0,8,0,0
2012,G Hoey,148,0,0,7,0,0
2013,S Manoj,148,0,0,7,0,0
2014,NA Barnwell,148,0,0,5,0,0
2015,PVD Chameera,108,22,17,12,2,2
2016,RC Davies,147,0,0,8,0,0
2017,OJ Peake,147,0,0,5,0,0
2018,Rajat Paliwal,147,0,0,4,0,0
2019,Shawaal Zulfiqar,147,0,0,4,0,0
2020,BM Tickner,146,0,0,16,0,0
2021,ST Finn,145,1,0,16,0,0
2022,G Onions,146,0,0,12,0,0
2023,CN Greaves,146,0,0,6,0,0
2024,K Fraser,146,0,0,5,0,0
2025,R Dhawan,114,11,21,3,1,0
2026,TP Allen,146,0,0,4,0,0
2027,AR Frost,146,0,0,3,0,0
2028,G Gune,146,0,0,2,0,0
2029,Wahidullah Sahak,146,0,0,1,0,0
2030,KTGD Prasad,145,0,0,7,0,0
2031,Rohan Kunnummal,145,0,0,5,0,0
2032,Saber Zakhil,145,0,0,5,0,0
2033,Sheraz Sheikh,145,0,0,5,0,0
2034,DN Hakaraia,145,0,0,1,0,0
2035,AWR Barrow,144,0,0,10,0,0
2036,K Alleyne,144,0,0,6,0,0
2037,Mohammad Rizlan,144,0,0,6,0,0
2038,Sazib Bhuiyan,144,0,0,6,0,0
2039,B Aparajith,144,0,0,5,0,0
2040,DP Vaidya,144,0,0,5,0,0
2041,H Deshan,144,0,0,5,0,0
2042,IG Butler,144,0,0,5,0,0
2043,BW Hilfenhaus,144,0,0,3,0,0
2044,Vishal Kushwah,144,0,0,2,0,0
2045,SP Gomes,144,0,0,1,0,0
2046,KS Ahuja,128,15,0,10,1,0
2047,ATE Hazeldine,143,0,0,10,0,0
2048,C Viljoen,143,0,0,8,0,0
2049,GHV Dulsara,143,0,0,6,0,0
2050,JJ Bumrah,98,34,10,11,1,4
2051,JT Todd,142,0,0,8,0,0
2052,MB Bacon,142,0,0,8,0,0
2053,SJ Modani,142,0,0,5,0,0
2054,I Dulani,142,0,0,3,0,0
2055,JF Mooney,142,0,0,3,0,0
2056,VS Halambage,142,0,0,3,0,0
2057,M Chadha,142,0,0,2,0,0
2058,M Shumba,142,0,0,2,0,0
2059,Tamoor Sajjad,142,0,0,2,0,0
2060,V Sukumaran,141,0,0,6,0,0
2061,L Steenkamp,141,0,0,5,0,0
2062,Aditya Kaushik,141,0,0,4,0,0
2063,TC Jones,141,0,0,4,0,0
2064,Q Sampson,141,0,0,3,0,0
2065,RA Sealy,141,0,0,3,0,0
2066,R Bhatia,81,18,41,5,3,2
2067,FW Sheat,140,0,0,4,0,0
2068,R Hirushan,140,0,0,4,0,0
2069,KS Leverock,140,0,0,1,0,0
2070,TR Bevan,139,0,0,11,0,0
2071,JDF Vandersay,139,0,0,8,0,0
2072,J Bulele,139,0,0,4,0,0
2073,YV Dhull,139,0,0,4,0,0
2074,SO Ngoche,139,0,0,3,0,0
2075,Muhammad Shahdad,139,0,0,2,0,0
2076,TJG Pringle,138,0,0,12,0,0
2077,Arafat Minhas,138,0,0,9,0,0
2078,A Wanninayake,138,0,0,6,0,0
2079,LM Jongwe,138,0,0,5,0,0
2080,RS Second,138,0,0,5,0,0
2081,EMCD Edirisinghe,138,0,0,4,0,0
2082,SD Perera,138,0,0,4,0,0
2083,Ankit Kaushik,138,0,0,3,0,0
2084,R MacDonald-Gay,138,0,0,2,0,0
2085,LJ Leokaoke,138,0,0,1,0,0
2086,SF Hunt,137,0,0,9,0,0
2087,JJ van der Wath,137,0,0,7,0,0
2088,Mirza Tahir Baig,137,0,0,6,0,0
2089,Shahzaib Jamil,137,0,0,5,0,0
2090,U Arshad,137,0,0,4,0,0
2091,HS Gericke,137,0,0,3,0,0
2092,I Takahashi,137,0,0,3,0,0
2093,Chirag Jani,137,0,0,0,0,0
2094,G Coetzee,109,27,0,11,4,0
2095,TC Barker,136,0,0,9,0,0
2096,Y Rodrigo,136,0,0,7,0,0
2097,MG Bevan,94,42,0,2,1,0
2098,Fazle Mahmud,136,0,0,2,0,0
2099,LEK Edirisinghe,135,0,0,4,0,0
2100,Shahzaib Hasan,135,0,0,3,0,0
2101,Shalith Fernando,135,0,0,3,0,0
2102,SJG Janett,135,0,0,3,0,0
2103,Gurinder Singh,135,0,0,2,0,0
2104,XE Bell,135,0,0,2,0,0
2105,S Mahmood,133,0,1,9,0,1
2106,BO Coad,134,0,0,9,0,0
2107,M Abinash,134,0,0,6,0,0
2108,MM Baig,134,0,0,5,0,0
2109,DS Abeywickramasingha,134,0,0,2,0,0
2110,KD Kesuma,134,0,0,2,0,0
2111,Upendra Yadav,134,0,0,1,0,0
2112,KJJ van Noortwijk,134,0,0,0,0,0
2113,DJ Leech,133,0,0,9,0,0
2114,K Hilton,133,0,0,9,0,0
2115,SA Piolet,133,0,0,7,0,0
2116,SB Wood,133,0,0,6,0,0
2117,EA Osborne,133,0,0,3,0,0
2118,Dhruv Raval,133,0,0,2,0,0
2119,KSA McKenzie,132,0,0,9,0,0
2120,J Neill,132,0,0,6,0,0
2121,TS Kamunhukamwe,132,0,0,6,0,0
2122,SIM King,132,0,0,4,0,0
2123,Adnan Ilyas,132,0,0,2,0,0
2124,Asghar Ali Khan,132,0,0,1,0,0
2125,KS Velani,131,0,0,10,0,0
2126,H Desai,131,0,0,8,0,0
2127,KJ Garth,88,43,0,6,1,0
2128,G Kotuwegoda,131,0,0,5,0,0
2129,AKS Bains,131,0,0,4,0,0
2130,Chirag Gandhi,131,0,0,4,0,0
2131,D Induwara,131,0,0,4,0,0
2132,Dayyaan Galiem,131,0,0,3,0,0
2133,MP Dunn,130,0,0,12,0,0
2134,DBL Powell,130,0,0,9,0,0
2135,J Suchith,80,50,0,2,3,0
2136,Jaskaran Singh,130,0,0,5,0,0
2137,Samarth Singh,111,19,0,4,1,0
2138,DA Rankin,130,0,0,4,0,0
2139,JR Eckland,130,0,0,4,0,0
2140,BJ Holt,130,0,0,3,0,0
2141,DKAL Perera,130,0,0,3,0,0
2142,Arun Yadav,130,0,0,2,0,0
2143,Saurabh Wakaskar,130,0,0,2,0,0
2144,JM Bird,129,0,0,12,0,0
2145,M Stanikzai,129,0,0,5,0,0
2146,I Karannagoda,129,0,0,4,0,0
2147,S Ravichandran,129,0,0,4,0,0
2148,Ashfaq Ahmed,129,0,0,3,0,0
2149,IDA Damarell,129,0,0,3,0,0
2150,Khizer Ahmed,129,0,0,3,0,0
2151,AP Rajeevan,129,0,0,2,0,0
2152,JC McNally,128,0,0,6,0,0
2153,Ganesh Satish,31,97,0,1,3,0
2154,JA Richards,128,0,0,4,0,0
2155,Musa Shaheen,128,0,0,3,0,0
2156,R de Swardt,128,0,0,3,0,0
2157,RL Powell,128,0,0,3,0,0
2158,SJ Harbinson,128,0,0,3,0,0
2159,JM Carder,128,0,0,2,0,0
2160,WJ Pucovski,128,0,0,2,0,0
2161,Mohammad Sami,127,0,0,11,0,0
2162,G Ford,127,0,0,7,0,0
2163,GSM Fernando,127,0,0,6,0,0
2164,HT Dixon,127,0,0,6,0,0
2165,DC Delany,127,0,0,5,0,0
2166,ND Pinner,127,0,0,5,0,0
2167,Rishabh Chouhan,110,17,0,4,1,0
2168,Zeshan Arif,127,0,0,5,0,0
2169,JB Tector,127,0,0,4,0,0
2170,AP Gillespie,127,0,0,3,0,0
2171,Bilal Masud,127,0,0,3,0,0
2172,CBRLS Kumara,125,0,1,11,0,0
2173,BAW Mendis,126,0,0,9,0,0
2174,Nazimuddin,126,0,0,9,0,0
2175,L Goodall,126,0,0,8,0,0
2176,Sami Aslam,126,0,0,8,0,0
2177,S Fonseka,126,0,0,4,0,0
2178,LD Watson,126,0,0,3,0,0
2179,DL Chahar,38,34,53,1,5,2
2180,AO Morgan,125,0,0,5,0,0
2181,SJ Coyte,125,0,0,5,0,0
2182,D Heyliger,125,0,0,4,0,0
2183,S Gooch,125,0,0,3,0,0
2184,KL Cross,105,0,19,10,0,2
2185,A Mutreja,124,0,0,6,0,0
2186,KM Jarvis,124,0,0,6,0,0
2187,K Motlanka,124,0,0,5,0,0
2188,M Syahadat Ramli,124,0,0,5,0,0
2189,S Vidyut,102,22,0,3,2,0
2190,V Shukla,124,0,0,5,0,0
2191,L Dawatage,124,0,0,4,0,0
2192,S Glenn,124,0,0,4,0,0
2193,Musa Ahmed,124,0,0,3,0,0
2194,SH Choudhry,124,0,0,3,0,0
2195,AG Puttick,123,0,0,5,0,0
2196,Arshad Khan (2),120,3,0,3,2,0
2197,Habib Khan,123,0,0,3,0,0
2198,AS Samra,123,0,0,2,0,0
2199,J van Heerden,123,0,0,2,0,0
2200,K Kulasekara,123,0,0,2,0,0
2201,Sufyan Mehmood,123,0,0,1,0,0
2202,GE Plimmer,122,0,0,6,0,0
2203,C Melly,122,0,0,5,0,0
2204,CJ Gannon,122,0,0,5,0,0
2205,S Dixit,122,0,0,4,0,0
2206,T Webster,122,0,0,4,0,0
2207,RB Patel,122,0,0,3,0,0
2208,P Baron,122,0,0,2,0,0
2209,FL Walker,122,0,0,0,0,0
2210,MJ Humphreys,121,0,0,8,0,0
2211,S Joseph,121,0,0,6,0,0
2212,Aminuddin Ramly,121,0,0,5,0,0
2213,AJ Ball,121,0,0,3,0,0
2214,S Rajapaksa,121,0,0,3,0,0
2215,Vishvaraj Jadeja,121,0,0,3,0,0
2216,A Mgijima,121,0,0,2,0,0
2217,JF Kloppenburg,121,0,0,1,0,0
2218,MT Steketee,120,0,0,13,0,0
2219,MNW Spriegel,120,0,0,9,0,0
2220,S Konstas,120,0,0,7,0,0
2221,T Kaitano,120,0,0,7,0,0
2222,E Windsor,120,0,0,4,0,0
2223,OR Newton,120,0,0,4,0,0
2224,PD Bocock,120,0,0,4,0,0
2225,Usman Khalid,120,0,0,4,0,0
2226,Rubel Hossain,119,0,0,17,0,0
2227,WP Masakadza,119,0,0,9,0,0
2228,CJ White,119,0,0,8,0,0
2229,S Jora,119,0,0,7,0,0
2230,DR Patankar,119,0,0,6,0,0
2231,L Delany,119,0,0,6,0,0
2232,XM Marshall,119,0,0,6,0,0
2233,Ahmed Aqeel,119,0,0,4,0,0
2234,BJ Taylor,119,0,0,4,0,0
2235,NJH Kimber,119,0,0,4,0,0
2236,AA Navicha,119,0,0,3,0,0
2237,B Bezuidenhout,119,0,0,2,0,0
2238,CAK Rajitha,99,19,0,12,2,0
2239,HF Gurney,118,0,0,12,0,0
2240,Mohammad Rafique,118,0,0,12,0,0
2241,WS Davis,118,0,0,11,0,0
2242,Khaled Mashud,118,0,0,9,0,0
2243,SE Gotch,118,0,0,8,0,0
2244,Muhammad Siddiqui,118,0,0,4,0,0
2245,CJ Borgas,118,0,0,3,0,0
2246,R Gunasekera,116,2,0,2,1,0
2247,TD Andrews,118,0,0,2,0,0
2248,Mohammed Azharuddeen,52,65,0,6,4,0
2249,HE Hurle,117,0,0,8,0,0
2250,J Andrew,117,0,0,7,0,0
2251,M Theekshana,97,13,7,5,2,0
2252,Farhad Reza,117,0,0,5,0,0
2253,RP Sharma,64,53,0,3,1,0
2254,Saqib Zulfiqar,117,0,0,4,0,0
2255,D Ndikubwimana,117,0,0,3,0,0
2256,KL Gordon,117,0,0,3,0,0
2257,Muhammad Usman (3),117,0,0,3,0,0
2258,J Matchett,117,0,0,2,0,0
2259,Sanvir Singh,105,12,0,2,0,0
2260,Gavin Roulston,116,0,0,8,0,0
2261,L Abeyratne,116,0,0,6,0,0
2262,MD Dilshan,116,0,0,6,0,0
2263,Jess Hazell,116,0,0,5,0,0
2264,CM Gautam,44,72,0,1,3,0
2265,C Wright,116,0,0,2,0,0
2266,A Mukund,115,0,0,6,0,0
2267,Hasan Mahmud,100,15,0,5,1,0
2268,Ritik Tomar,115,0,0,6,0,0
2269,TN de Grooth,115,0,0,4,0,0
2270,Abdul Samad (3),115,0,0,2,0,0
2271,D Visser,115,0,0,2,0,0
2272,KN Chaddha,115,0,0,1,0,0
2273,BJ Gibbon,114,0,0,10,0,0
2274,KK Cooper,93,21,0,7,1,0
2275,A Chopra,113,1,0,6,1,0
2276,JR Murphy,114,0,0,7,0,0
2277,WER Somerville,113,1,0,2,2,0
2278,JS Paris,114,0,0,3,0,0
2279,NN Odhiambo,114,0,0,2,0,0
2280,CA Barrett,114,0,0,0,0,0
2281,Arshdeep Singh,109,4,0,12,2,1
2282,MADI Hemantha,113,0,0,10,1,0
2283,NM Odhiambo,113,0,0,7,0,0
2284,SJ Cook,113,0,0,6,0,0
2285,GW Flower,113,0,0,2,0,0
2286,RA Thomas,113,0,0,2,0,0
2287,MD Rae,112,0,0,12,0,0
2288,EP Gulbis,112,0,0,8,0,0
2289,RJ Sayer,112,0,0,6,0,0
2290,JN Gillespie,101,11,0,4,1,0
2291,S Fanning,112,0,0,4,0,0
2292,A Saud,112,0,0,3,0,0
2293,A Randhawa,111,0,0,5,0,0
2294,J Glasgow,111,0,0,5,0,0
2295,CR Jones,111,0,0,4,0,0
2296,Imran Ali Butt,111,0,0,4,0,0
2297,J Shashen,111,0,0,4,0,0
2298,KHRA de Silva,111,0,0,4,0,0
2299,T Sandeep,111,0,0,3,0,0
2300,RR Biswa,36,74,0,2,6,0
2301,JNT Seales,110,0,0,7,0,0
2302,A Lanning,110,0,0,6,0,0
2303,M Manhas,109,1,0,3,2,0
2304,NK Patel,110,0,0,5,0,0
2305,L Delport,110,0,0,4,0,0
2306,Babul Kumar,110,0,0,3,0,0
2307,C Leeson,110,0,0,3,0,0
2308,DM Richards,110,0,0,2,0,0
2309,PB Gouge,110,0,0,2,0,0
2310,SS Mundhe,110,0,0,2,0,0
2311,J Chaturanga,110,0,0,1,0,0
2312,Mohammed Siraj,77,24,8,13,2,2
2313,Akash Deep,100,2,7,6,2,2
2314,MQ Adams,109,0,0,8,0,0
2315,Raghvi Bist,109,0,0,5,0,0
2316,SC Moore,109,0,0,5,0,0
2317,Shafiul Islam,108,0,0,12,0,0
2318,D Klein,108,0,0,11,0,0
2319,SD Parry,108,0,0,9,0,0
2320,M Carter,108,0,0,8,0,0
2321,Y Nagar,108,0,0,5,1,0
2322,Haseebullah Khan,108,0,0,5,0,0
2323,AJ Mellor,108,0,0,4,0,0
2324,Jayden Goodwin,108,0,0,4,0,0
2325,V Silva,108,0,0,4,0,0
2326,JA Bird,108,0,0,3,0,0
2327,Lakshit Gupta,108,0,0,3,0,0
2328,Saad Masood,108,0,0,3,0,0
2329,Shykat Ali,108,0,0,3,0,0
2330,CL Cairns,108,0,0,2,0,0
2331,PE Turner,108,0,0,2,0,0
2332,RS Sandhu,108,0,0,2,0,0
2333,Shahbaz Rasheed,108,0,0,1,0,0
2334,Amar Naeem,107,0,0,8,0,0
2335,Sineth Jayawardena,107,0,0,7,0,0
2336,Abdulla Pervaiz,107,0,0,3,0,0
2337,Darwish Rasooli,107,0,0,3,0,0
2338,Munim Shahriar,107,0,0,3,0,0
2339,RA Young,107,0,0,3,0,0
2340,Farhan Yousaf,107,0,0,2,0,0
2341,Ilyas Ataullah,107,0,0,2,0,0
2342,MD Choudhary,107,0,0,2,0,0
2343,CK Jasmat,107,0,0,1,0,0
2344,DK Mathias,107,0,0,1,0,0
2345,G Van Heerden,107,0,0,0,0,0
2346,Hassan Eisakhil,107,0,0,0,0,0
2347,V Vasquez,107,0,0,0,0,0
2348,Shoaib Akhtar,104,2,0,8,1,0
2349,GS Sandhu,106,0,0,6,0,0
2350,Nafees Iqbal,106,0,0,5,0,0
2351,BS Fulmali,106,0,0,4,0,0
2352,SF Burger,106,0,0,4,0,0
2353,Towfiq Khan,106,0,0,4,0,0
2354,AUK Pathan,106,0,0,3,0,0
2355,Vikrant Rajput,106,0,0,3,0,0
2356,I Danladi,106,0,0,2,0,0
2357,LR Down,106,0,0,2,0,0
2358,J Gardner,105,0,0,8,0,0
2359,H Dhanushka,105,0,0,7,0,0
2360,Abbas Afridi,105,0,0,5,0,0
2361,S Houghton,105,0,0,5,0,0
2362,RV Patel,105,0,0,4,0,0
2363,Azim Kazi,105,0,0,2,0,0
2364,Rahul Dalal,105,0,0,2,0,0
2365,Shubham Pundir,105,0,0,2,0,0
2366,DG Crowley,105,0,0,1,0,0
2367,Govinda Poddar,105,0,0,1,0,0
2368,R Rohan,104,0,0,8,0,0
2369,SM Warnapura,104,0,0,6,0,0
2370,AA Herwadkar,94,10,0,3,2,0
2371,PA Reddy,104,0,0,4,0,0
2372,AV Rajput,104,0,0,3,0,0
2373,Kuldeep,104,0,0,3,0,0
2374,N Nipiko,104,0,0,3,0,0
2375,WJ Bennison,104,0,0,3,0,0
2376,Dharmang Patel,104,0,0,2,0,0
2377,Nida Dar,104,0,0,2,0,0
2378,A Cranstone,104,0,0,1,0,0
2379,Haris Rauf,103,0,0,11,0,0
2380,Mizanur Rahman,103,0,0,7,0,0
2381,Nahidul Islam,103,0,0,6,0,0
2382,WB Marshall,103,0,0,6,0,0
2383,AC Lenham,103,0,0,5,0,0
2384,BJ Twohig,103,0,0,5,0,0
2385,G Kennedy,103,0,0,4,0,0
2386,JP Wood,103,0,0,4,0,0
2387,Rasheed Ali Mamadkhel,103,0,0,4,0,0
2388,Kanchana de Livera,103,0,0,3,0,0
2389,NRJ Croes,103,0,0,3,0,0
2390,Prashant Gupta,54,49,0,2,1,0
2391,T Amarasinghe,103,0,0,3,0,0
2392,PS Athavale,103,0,0,2,0,0
2393,J Ramanandi,103,0,0,0,0,0
2394,S Sohal,82,20,0,7,1,0
2395,D Olivier,102,0,0,7,0,0
2396,E Johnston,102,0,0,7,0,0
2397,RA Reifer,102,0,0,6,0,0
2398,TG Johnston,102,0,0,6,0,0
2399,DJ Harris,102,0,0,5,0,0
2400,NV Gorantla,102,0,0,5,0,0
2401,Rajjakuddin Ahmed,88,14,0,2,3,0
2402,Saurav Chauhan,93,9,0,4,1,0
2403,TK Musakanda,102,0,0,5,0,0
2404,Mohamed Shamaz,102,0,0,4,0,0
2405,Tanmay Agarwal,102,0,0,4,0,0
2406,PG Raut,14,88,0,1,2,0
2407,K Pala,102,0,0,2,0,0
2408,OJR Groves,102,0,0,1,0,0
2409,S Heath,102,0,0,1,0,0
2410,CAJ Morris,101,0,0,7,0,0
2411,C Fortuin,101,0,0,6,0,0
2412,SJ Johnson,101,0,0,6,0,0
2413,DS Bajwa,101,0,0,5,0,0
2414,Kashif Ali (2),101,0,0,5,0,0
2415,JJ Atkinson,101,0,0,4,0,0
2416,RG Aga,101,0,0,3,0,0
2417,GA Singh,100,1,0,1,1,0
2418,Khurram Shahzad,101,0,0,2,0,0
2419,MJ Hoggard,100,0,0,13,0,0
2420,LR Dudding,100,0,0,11,0,0
2421,D Bishoo,88,12,0,5,2,0
2422,IG McPeake,100,0,0,7,0,0
2423,A Ashok,100,0,0,6,0,0
2424,GH Bodi,100,0,0,5,0,0
2425,J Mosca,40,60,0,5,0,0
2426,MS Sinclair,100,0,0,5,0,0
2427,S Dadswell,100,0,0,5,0,0
